Ticker A	Ticker B	Open PnL	Open Win Rate	High PnL	High Win Rate	Low PnL	Low Win Rate	Close PnL	Close Win Rate
GOOGL	MSFT	138919.50000000006	60.0	175309.77999999988	65.0	-17113.450000000114	40.0	-9815.999999999925	73.0
